Code HS6,Label HS6
600522,"Étoffes de bonneterie-chaîne, y.c. celles fabriquées sur métiers à galonner, d'une largeur > 30 cm, de coton, teintes (à l'excl. de celles contenant en poids >= 5% de fils d'élastomères ou de fils de caoutchouc ainsi que des velours, peluches, y.c. les étoffes dites ""à longs poils"", étoffes à boucles en bonneterie, étiquettes, écussons et articles simil., ainsi que des étoffes de bonneterie imprégnées, enduites, recouvertes ou stratifiées)"
600523,"Étoffes de bonneterie-chaîne, y.c. celles fabriquées sur métiers à galonner, d'une largeur > 30 cm, de coton, en fils de diverses couleurs (à l'excl. de celles contenant en poids >= 5% de fils d'élastomères ou de fils de caoutchouc ainsi que des velours, peluches, y.c. les étoffes dites ""à longs poils"", étoffes à boucles en bonneterie, étiquettes, écussons et articles simil., ainsi que des étoffes de bonneterie imprégnées, enduites, recouvertes ou stratifiées)"
600524,"Étoffes de bonneterie-chaîne, y.c. celles fabriquées sur métiers à galonner, d'une largeur > 30 cm, de coton, imprimées (à l'excl. de celles contenant en poids >= 5% de fils d'élastomères ou de fils de caoutchouc ainsi que des velours, peluches, y.c. les étoffes dites ""à longs poils"", étoffes à boucles en bonneterie, étiquettes, écussons et articles simil., ainsi que des étoffes de bonneterie imprégnées, enduites, recouvertes ou stratifiées)"
600535,"Étoffes de bonneterie-chaîne, de fibres synthétiques, antipaludiques, d’une largeur > 30 cm"
600536,"Étoffes de bonneterie-chaîne, y compris celles obtenues sur métiers à galonner, d’une largeur > 30 cm, de fibres synthétiques, écrues ou blanchies (à l’exclusion de celles d’une teneur en poids de fils d’élastomères ou de fils de caoutchouc >= 5 %, des velours, peluches, y compris les étoffes dites «à longs poils», étoffes à boucles en bonneterie, étiquettes, écussons et articles similaires, ainsi que des étoffes de bonneterie imprégnées, enduites, recouvertes ou stratifiées)"
600537,"Étoffes de bonneterie-chaîne, y compris celles obtenues sur métiers à galonner, d’une largeur > 30 cm, de fibres synthétiques, teintes (à l’exclusion de celles d’une teneur en poids de fils d’élastomères ou de fils de caoutchouc >= 5 %, des velours, peluches, y compris les étoffes dites «à longs poils», étoffes à boucles en bonneterie, étiquettes, écussons et articles similaires, ainsi que des étoffes de bonneterie imprégnées, enduites, recouvertes ou stratifiées)"
600538,"Étoffes de bonneterie-chaîne, y compris celles obtenues sur métiers à galonner, d’une largeur > 30 cm, de fibres synthétiques, en fils de diverses couleurs (à l’exclusion de celles d’une teneur en poids de fils d’élastomères ou de fils de caoutchouc >= 5 %, des velours, peluches, y compris les étoffes dites «à longs poils», étoffes à boucles en bonneterie, étiquettes, écussons et articles similaires, ainsi que des étoffes de bonneterie imprégnées, enduites, recouvertes ou stratifiées)"
600539,"Étoffes de bonneterie-chaîne, y compris celles obtenues sur métiers à galonner, d’une largeur > 30 cm, de fibres synthétiques, imprimées (à l’exclusion de celles d’une teneur en poids de fils d’élastomères ou de fils de caoutchouc >= 5 %, des velours, peluches, y compris les étoffes dites «à longs poils», étoffes à boucles en bonneterie, étiquettes, écussons et articles similaires, ainsi que des étoffes de bonneterie imprégnées, enduites, recouvertes ou stratifiées)"
600541,"Étoffes de bonneterie-chaîne, y.c. celles fabriquées sur métiers à galonner, d'une largeur > 30 cm, de fibres artificielles, écrues ou blanchies (à l'excl. de celles contenant en poids >= 5% de fils d'élastomères ou de fils de caoutchouc ainsi que des velours, peluches, y.c. les étoffes dites ""à longs poils"", étoffes à boucles en bonneterie, étiquettes, écussons et articles simil., ainsi que des étoffes de bonneterie imprégnées, enduites, recouvertes ou stratifiées)"
600542,"Étoffes de bonneterie-chaîne, y.c. celles fabriquées sur métiers à galonner, d'une largeur > 30 cm, de fibres artificielles, teintes (à l'excl. de celles contenant en poids >= 5% de fils d'élastomères ou de fils de caoutchouc ainsi que des velours, peluches, y.c. les étoffes dites ""à longs poils"", étoffes à boucles en bonneterie, étiquettes, écussons et articles simil., ainsi que des étoffes de bonneterie imprégnées, enduites, recouvertes ou stratifiées)"
600543,"Étoffes de bonneterie-chaîne, y.c. celles fabriquées sur métiers à galonner, d'une largeur > 30 cm, de fibres artificielles, en fils de diverses couleurs (à l'excl. de celles contenant en poids >= 5% de fils d'élastomères ou de fils de caoutchouc ainsi que des velours, peluches, y.c. les étoffes dites ""à longs poils"", étoffes à boucles en bonneterie, étiquettes, écussons et articles simil., ainsi que des étoffes de bonneterie imprégnées, enduites, recouvertes ou stratifiées)"
600544,"Étoffes de bonneterie-chaîne, y.c. celles fabriquées sur métiers à galonner, d'une largeur > 30 cm, de fibres artificielles, imprimées (à l'excl. de celles contenant en poids >= 5% de fils d'élastomères ou de fils de caoutchouc ainsi que des velours, peluches, y.c. les étoffes dites ""à longs poils"", étoffes à boucles en bonneterie, étiquettes, écussons et articles simil., ainsi que des étoffes de bonneterie imprégnées, enduites, recouvertes ou stratifiées)"
600590,"Étoffes de bonneterie-chaîne, y.c. celles fabriquées sur métiers à galonner, d'une largeur > 30 cm (sauf de fibres synthétiques ou artificielles, coton, et à l'excl. de celles contenant en poids >= 5% de fils d'élastomères ou de fils de caoutchouc ainsi que des velours, peluches, y.c. les étoffes dites ""à longs poils"", étoffes à boucles en bonneterie, étiquettes, écussons et articles simil., ainsi que des étoffes de bonneterie imprégnées, enduites, recouvertes ou stratifiées)"
6006,"Étoffes de bonneterie, d'une largeur > 30 cm (sauf étoffes de bonneterie-chaîne, y.c. celles fabriquées sur métiers à galonner, et à l'excl. de celles contenant en poids >= 5% de fils d'élastomères ou de fils de caoutchouc ainsi que des velours, peluches, y.c. les étoffes dites ""à longs poils"", étoffes à boucles en bonneterie, étiquettes, écussons et articles simil., ainsi que des étoffes de bonneterie imprégnées, enduites, recouvertes ou stratifiées)"
600610,"Étoffes de bonneterie, d'une largeur > 30 cm, de laine ou de poils fins (sauf étoffes de bonneterie-chaîne, y.c. celles fabriquées sur métiers à galonner, et à l'excl. de celles contenant en poids >= 5% de fils d'élastomères ou de fils de caoutchouc ainsi que des velours, peluches, y.c. les étoffes dites ""à longs poils"", étoffes à boucles en bonneterie, étiquettes, écussons et articles simil., ainsi que des étoffes de bonneterie imprégnées, enduites, recouvertes ou stratifiées)"
600621,"Étoffes de bonneterie, d'une largeur > 30 cm, de coton, écrues ou blanchies (sauf étoffes de bonneterie-chaîne, y.c. celles fabriquées sur métiers à galonner, et à l'excl. de celles contenant en poids >= 5% de fils d'élastomères ou de fils de caoutchouc ainsi que des velours, peluches, y.c. les étoffes dites ""à longs poils"", étoffes à boucles en bonneterie, étiquettes, écussons et articles simil., ainsi que des étoffes de bonneterie imprégnées, enduites, recouvertes ou stratifiées)"
600622,"Étoffes de bonneterie, d'une largeur > 30 cm, de coton, teintes (sauf étoffes de bonneterie-chaîne, y.c. celles fabriquées sur métiers à galonner, et à l'excl. de celles contenant en poids >= 5% de fils d'élastomères ou de fils de caoutchouc ainsi que des velours, peluches, y.c. les étoffes dites ""à longs poils"", étoffes à boucles en bonneterie, étiquettes, écussons et articles simil., ainsi que des étoffes de bonneterie imprégnées, enduites, recouvertes ou stratifiées)"
600623,"Étoffes de bonneterie, d'une largeur > 30 cm, de coton, en fils de diverses couleurs (sauf étoffes de bonneterie-chaîne, y.c. celles fabriquées sur métiers à galonner, et à l'excl. de celles contenant en poids >= 5% de fils d'élastomères ou de fils de caoutchouc ainsi que des velours, peluches, y.c. les étoffes dites ""à longs poils"", étoffes à boucles en bonneterie, étiquettes, écussons et articles simil., ainsi que des étoffes de bonneterie imprégnées, enduites, recouvertes ou stratifiées)"
600624,"Étoffes de bonneterie, d'une largeur > 30 cm, de coton, imprimées (sauf étoffes de bonneterie-chaîne, y.c. celles fabriquées sur métiers à galonner, et à l'excl. de celles contenant en poids >= 5% de fils d'élastomères ou de fils de caoutchouc ainsi que des velours, peluches, y.c. les étoffes dites ""à longs poils"", étoffes à boucles en bonneterie, étiquettes, écussons et articles simil., ainsi que des étoffes de bonneterie imprégnées, enduites, recouvertes ou stratifiées)"
600631,"Étoffes de bonneterie, d’une largeur > 30 cm, de fibres synthétiques, écrues ou blanchies (à l’exclusion des étoffes de bonneterie-chaîne, y compris celles obtenues sur métiers à galonner, de celles d’une teneur en poids de fils d’élastomères ou de fils de caoutchouc >= 5 %, des velours, peluches, y compris les étoffes dites «à longs poils», étoffes à boucles en bonneterie, étiquettes, écussons et articles similaires, ainsi que des étoffes de bonneterie imprégnées, enduites, recouvertes ou stratifiées)"
600632,"Étoffes de bonneterie, d’une largeur > 30 cm, de fibres synthétiques, teintes (à l’exclusion des étoffes de bonneterie-chaîne, y compris celles obtenues sur métiers à galonner, de celles d’une teneur en poids de fils d’élastomères ou de fils de caoutchouc >= 5 %, des velours, peluches, y compris les étoffes dites «à longs poils», étoffes à boucles en bonneterie, étiquettes, écussons et articles similaires, ainsi que des étoffes de bonneterie imprégnées, enduites, recouvertes ou stratifiées)"
600633,"Étoffes de bonneterie, d’une largeur > 30 cm, de fibres synthétiques, en fils de diverses couleurs (à l’exclusion des étoffes de bonneterie-chaîne, y compris celles obtenues sur métiers à galonner, de celles d’une teneur en poids de fils d’élastomères ou de fils de caoutchouc >= 5 %, des velours, peluches, y compris les étoffes dites «à longs poils», étoffes à boucles en bonneterie, étiquettes, écussons et articles similaires, ainsi que des étoffes de bonneterie imprégnées, enduites, recouvertes ou stratifiées)"
600634,"Étoffes de bonneterie, d’une largeur > 30 cm, de fibres synthétiques, imprimées (à l’exclusion des étoffes de bonneterie-chaîne, y compris celles obtenues sur métiers à galonner, de celles d’une teneur en poids de fils d’élastomères ou de fils de caoutchouc >= 5 %, des velours, peluches, y compris les étoffes dites «à longs poils», étoffes à boucles en bonneterie, étiquettes, écussons et articles similaires, ainsi que des étoffes de bonneterie imprégnées, enduites, recouvertes ou stratifiées)"
600641,"Étoffes de bonneterie, d'une largeur > 30 cm, de fibres artificielles, écrues ou blanchies (sauf étoffes de bonneterie-chaîne, y.c. celles fabriquées sur métiers à galonner, et à l'excl. de celles contenant en poids >= 5% de fils d'élastomères ou de fils de caoutchouc ainsi que des velours, peluches, y.c. les étoffes dites ""à longs poils"", étoffes à boucles en bonneterie, étiquettes, écussons et articles simil., ainsi que des étoffes de bonneterie imprégnées, enduites, recouvertes ou stratifiées)"
600642,"Étoffes de bonneterie, d'une largeur > 30 cm, de fibres artificielles, teintes (sauf étoffes de bonneterie-chaîne, y.c. celles fabriquées sur métiers à galonner, et à l'excl. de celles contenant en poids >= 5% de fils d'élastomères ou de fils de caoutchouc ainsi que des velours, peluches, y.c. les étoffes dites ""à longs poils"", étoffes à boucles en bonneterie, étiquettes, écussons et articles simil., ainsi que des étoffes de bonneterie imprégnées, enduites, recouvertes ou stratifiées)"
